Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Raw Counts Cond_50 Replicate 1	Raw Counts Cond_50 Replicate 2	Raw Counts Cond_50 Replicate 3	Normalized Counts Cond_50 Replicate 1	Normalized Counts Cond_50 Replicate 2	Normalized Counts Cond_50 Replicate 3	RPKM Cond_50	Expression Cond_50	Raw Counts Cond_0.1 Replicate 1	Raw Counts Cond_0.1 Replicate 2	Raw Counts Cond_0.1 Replicate 3	Normalized Counts Cond_0.1 Replicate 1	Normalized Counts Cond_0.1 Replicate 2	Normalized Counts Cond_0.1 Replicate 3	RPKM Cond_0.1	Expression Cond_0.1	pValue Cond_50 vs Cond_0.1	qValue Cond_50 vs Cond_0.1
	2623752	2622457		-	dgt	Rv2344c	-	1	2	0	17369	27609	6572	0	13	2	0	1	29504	0	13882	0	11	0.6703086925773756	1.0
	2623821	2625803		+		Rv2345	-	57	85	68	643300	847362	650998	15	360	83	27	94	984525	728336	879787	14	435	0.05140609142497816	0.35141138612648287
2626172	2626172	2625888	2625887	-	esxO	Rv2346c	-	15	20	16	169168	206846	155257	26	621	14	1	19	166437	41021	183723	17	457	0.618019207464312	1.0
2625933			2626698	+	-	predicted RNA	antisense: esxP Rv2348c esxO	563	700	559	6253908	6919248	5293217	346	8035	936	487	960	11075790	12760296	8937606	424	14261	0.394001635424704	0.8546988483467682
	2626519	2626223		-	esxP	Rv2347c	-	1	2	1	13089	23063	14353	2	56	0	1	1	0	33278	11382	1	50	0.7370211775651481	1.0
	2626980	2626654		-		Rv2348c	-	0	1	1	9615	10549	16035	1	36	0	0	1	5777	0	10904	0	17	0.7256967511191141	1.0
	2628698	2627172		-	plcC	Rv2349c	-	4	4	5	44665	44612	55993	1	31	4	2	3	56052	54036	32500	0	31	0.2788886029805682	0.7304812000658256
	2630319	2628781		-	plcB	Rv2350c	-	1	0	1	20099	0	18822	0	8	2	3	5	27303	102141	52127	1	39	6.62734095170175E-5	0.001673598512097389
	2632075	2630537		-	plcA	Rv2351c	-	15	14	16	169168	140011	151524	4	99	8	2	22	95942	72158	213457	3	82	0.42783230037641573	0.8895636631009549
	2634098	2632923		-	PPE38	Rv2352c	-	1	2	0	17803	24523	0	0	11	2	0	3	24346	0	31489	0	15	0.6916222411495381	1.0
	2635592	2634528		-	PPE39	Rv2353c	-	0	0	0	2419	392	1472	0	1	0	0	1	0	988	11861	0	4	0.13902997236361223	1.0
	2641064	2639673		-	glyS	Rv2357c	-	4	4	7	51985	42985	72712	1	40	4	0	7	48762	17298	66489	1	31	0.49527402340424687	0.9566451695535879
	2641246	2641653		+	smtB	Rv2358	-	2	7	1	32692	69696	16719	4	97	2	0	2	27854	0	27340	1	45	0.3293633342519913	0.7875063195801199
	2641650	2642042		+	zur	Rv2359	-	8	10	10	98759	105667	101472	11	259	5	0	9	60385	1976	92819	5	131	0.6464624486968633	1.0
	2642578	2642150		-		Rv2360c	-	5	9	6	61724	96071	62302	7	171	4	4	4	50000	129983	44042	4	174	0.22951511002490282	0.6777645820686089
	2643468	2642578		-		Rv2361c	-	9	7	21	103225	74747	199053	6	141	11	3	11	141403	91103	103882	4	125	0.3779727238718329	0.8389474578131119
	2644258	2643461		-	recO	Rv2362c	-	0	0	1	434	0	14037	0	6	1	0	0	13892	0	1436	0	6	0.4841407390171475	1.0
	2644320	2645774		+	amiA2	Rv2363	-	15	29	23	177109	294276	224710	6	159	9	4	15	117537	111367	147500	2	86	0.7266341792202436	1.0
	2646673	2645771		-	era	Rv2364c	-	6	3	2	70967	39281	21713	2	48	4	0	1	53645	19604	14414	1	32	0.9242584733577015	1.0
	2647088	2646747		-		Rv2365c	-	0	0	0	3722	0	3207	0	6	0	1	0	0	26523	0	0	25	0.05099457534026277	1.0
	2648367	2647060		-		Rv2366c	-	0	0	0	0	9090	0	0	2	2	2	0	25309	53871	2872	0	20	4.90186954245377E-9	1.0
	2648912	2648364		-		Rv2367c	-	0	0	0	0	1683	578	0	1	1	2	1	23521	57001	12978	1	56	7.34573892803E-313	1.26141028872087E-310
	2649974	2648916		-	phoH1	Rv2368c	-	31	32	49	346898	324691	465036	15	357	29	10	36	347730	287644	335851	9	305	0.293961808131942	0.7484080761040046
2649206			2649230	+	-	predicted RNA	antisense: phoH1	10	13	12	116004	135746	122660	216	4992	5	3	12	66506	95387	118723	120	3741	0.7302239174411106	1.0
	2650248	2649946		-		Rv2369c	-	4	7	8	44478	73063	80599	9	217	6	0	5	82599	3953	52500	5	152	0.7303163629700613	1.0
	2651558	2650245		-		Rv2370c	-	14	9	11	163771	96352	105941	3	92	12	3	14	146767	93080	136702	3	95	0.17297682582238538	0.6109453986546323
	2651753	2651938		+	PE_PGRS40	Rv2371	-	0	0	1	7133	7014	12828	2	48	1	0	1	22627	12685	12553	2	85	0.597262302416818	1.0
	2652825	2652037		-		Rv2372c	-	7	7	5	86228	71436	52050	3	88	5	1	7	59628	50576	73882	2	77	0.35068577247443516	0.812308074215066
	2653987	2652839		-	dnaJ2	Rv2373c	-	2	2	3	23449	20145	33385	0	22	1	1	8	20563	52224	78936	1	44	0.07190997387531076	0.42771790232042883
	2655093	2654062		-	hrcA	Rv2374c	-	2	8	1	30024	87878	17560	1	43	2	3	6	33081	85831	64308	1	59	0.14175588732593378	0.5631043773947779
2654850	2655265	2655582	2655721	+		Rv2375	-	53	77	61	590756	762570	579337	87	2025	56	17	76	670770	454365	712872	65	1926	0.1314707737151716	0.5423052418062866
	2656115	2655609		-	cfp2	Rv2376c	-	4	4	5	50186	40011	53890	4	94	9	1	10	106808	35584	93829	5	155	0.06018287947076105	0.3844718773332994
	2656430	2656215		-		Rv2377c	-	2	3	1	23449	36980	17455	5	120	0	1	3	11348	31136	35585	3	120	0.39144667073006406	0.8526030225490436
	2657703	2656408		-	mbtG	Rv2378c	-	4	9	4	53598	93714	38643	2	47	4	3	5	55570	103624	54627	1	54	0.16090648882679995	0.5968076481389498
	2662085	2657700		-	mbtF	Rv2379c	-	4	8	6	47828	79012	61409	0	14	9	9	15	108459	240527	143244	1	37	4.1724373657626225E-4	0.008780526280009283
	2667115	2662067		-	mbtE	Rv2380c	-	3	5	5	44354	59147	49947	0	10	8	4	5	105983	126194	54095	0	18	0.025655900929804323	1.0
	2670269	2667255		-	mbtD	Rv2381c	-	0	1	1	9367	13411	13932	0	4	5	5	1	69257	132289	16117	0	24	1.636166349121745E-7	1.0
	2671603	2670269		-	mbtC	Rv2382c	-	0	1	0	0	17508	1629	0	4	0	0	1	4883	12355	11170	0	7	0.575219682757311	1.0
	2675837	2671593		-	mbtB	Rv2383c	-	5	7	2	65446	73232	21976	0	12	5	10	10	62104	269851	98404	0	33	6.073314505777949E-4	0.012015087176638127
	2675936	2677633		+	mbtA	Rv2384	-	2	0	0	26674	9034	0	0	7	2	2	2	25653	68533	26861	0	23	0.008698504297272099	1.0
	2677729	2678649		+	mbtJ	Rv2385	-	8	2	5	96339	25252	52418	2	62	1	0	6	17881	0	56595	1	26	0.29457444731553106	0.7487194708962478
	2680005	2678653		-	mbtI	Rv2386c	-	2	1	2	26985	16947	22292	0	16	0	1	0	10522	30313	7606	0	11	0.8099610387536146	1.0
	2680458	2680667		+		Rv2386a	-	5	9	6	65012	92087	57570	14	340	4	0	9	50068	3459	85478	8	220	0.8938775959075007	1.0
	2680765	2682018		+		Rv2387	-	22	40	29	248076	404657	277129	10	247	30	10	42	364924	287314	393617	9	278	0.08583849704636227	0.45550638791104237
	2683142	2682015		-	hemN	Rv2388c	-	8	4	5	89888	44781	49316	2	54	1	1	2	17331	51235	27712	0	28	0.609233190669689	1.0
	2683712	2683248		-	rpfD	Rv2389c	-	0	1	0	0	10157	7465	0	12	1	0	3	20907	14991	35265	1	51	0.009500722544100271	0.1178803522596025
	2684266	2683709		-		Rv2390c	-	8	4	5	97394	48260	55888	5	120	5	1	11	62654	43327	107553	4	127	0.19820818628392686	0.635227224265465
2684972			2684547	-	-	predicted RNA	antisense: sirA	231	377	428	2571401	3732659	4052155	354	8103	337	44	380	3994497	1160790	3543723	247	6806	0.3937095792737598	0.8546831552227941
	2684679	2686370		+	sirA	Rv2391	-	0	1	1	9801	15544	11251	0	7	1	3	8	14786	87808	78617	1	35	2.6606640153999345E-5	7.417032868903843E-4
2685429			2685158	-	-	predicted RNA	antisense: sirA	125	168	158	1389826	1664085	1503312	242	5584	152	20	157	1805639	545799	1462393	167	4673	0.17866504572814623	0.6185634978095178
2686386			2686203	-	-	predicted RNA	antisense: sirA cysH	86	124	120	961848	1234455	1138643	262	6041	96	18	140	1137276	479077	1309787	191	5300	0.2001866145863332	0.6370973021871557
	2686367	2687131		+	cysH	Rv2392	-	0	0	0	2729	9203	8201	0	8	0	4	1	7702	116144	12606	1	59	4.0984735339454886E-7	1.5604937137932632E-5
	2687128	2687973		+	che1	Rv2393	-	0	2	0	5769	21043	0	0	10	0	1	1	11072	49588	17925	0	30	0.050530742502731464	0.34924670412704056
	2688010	2689941		+	ggtB	Rv2394	-	2	4	7	30397	41133	69873	1	24	3	8	8	41127	218780	83138	1	59	0.0035632519900175206	0.052748416528086955
	2690072	2692075		+		Rv2395	-	5	8	0	65446	87317	7991	1	26	3	0	5	44360	0	51223	0	15	0.8431746659144078	1.0
2692172			2692521	+	mcr7	RVnc0024	-	2	0	2	30459	0	22134	2	50	1	0	3	18019	14991	28882	2	58	0.6000319385742636	1.0
2693115			2692179	-	-	predicted RNA	antisense: aprB aprA mcr7 PE_PGRS41	1268	994	1061	14089578	9819135	10049369	517	12080	943	263	851	11164580	6911037	7925851	301	9249	0.35471605255405675	0.8165126078362283
	2692224	2692439		+	aprA	Rv2395A	-	2	0	2	25682	0	20767	3	71	1	0	1	15337	7907	16382	2	61	0.4930451994224147	0.9542682394411741
	2692551	2692715		+	aprB	Rv2395B	-	0	1	0	5831	10662	0	1	33	0	0	0	10247	20098	2393	1	66	0.8102158933294726	1.0
	2692799	2693884		+	PE_PGRS41	Rv2396	-	0	0	1	7071	0	11934	0	5	0	2	4	3232	60790	42127	0	32	7.919235809133997E-5	0.0019765860074774564
2694964	2694964	2693909	2693698	-	cysA1	Rv2397c	-	146	141	133	1629094	1395005	1262407	58	1353	141	27	113	1678679	718451	1054787	36	1089	0.20164486144245222	0.6393363295217485
	2695799	2694981		-	cysW	Rv2398c	-	6	8	3	68238	79685	31177	3	72	6	0	5	78060	0	48351	1	51	0.7475505874231044	1.0
	2696647	2695796		-	cysT	Rv2399c	-	42	45	38	472890	446520	361882	21	501	57	7	51	681292	189621	476861	18	527	0.1066570466272823	0.503163407880135
	2697714	2696644		-	subI	Rv2400c	-	9	13	11	107816	131649	109253	4	108	5	0	5	69807	13014	51010	1	41	0.21193835630689287	0.6600606544097888
	2697728	2698057		+		Rv2401	-	1	13	8	14330	137429	77181	10	231	10	1	11	125997	50247	109574	10	288	0.1054426591447572	0.49907975271052113
	2698245	2698042		-		Rv2401A	-	0	0	0	0	3423	7886	0	18	0	1	1	6808	33607	10212	1	82	0.008656979836418964	0.10915977802784829
	2698529	2700457		+		Rv2402	-	9	15	12	105024	153647	117928	2	65	10	3	9	124621	81383	90212	1	51	0.631199386184747	1.0
	2701290	2700535		-	lppR	Rv2403c	-	17	14	16	195781	146969	155310	9	219	12	2	13	142022	66886	128244	5	148	0.8572729774605412	1.0
	2703248	2701287		-	lepA	Rv2404c	-	5	3	8	63709	36588	76656	1	30	4	0	7	53438	17792	70797	0	24	0.4556734627777638	0.9149701476636763
	2703269	2703838		+		Rv2405	-	1	2	3	13895	29349	28443	1	41	4	0	7	50687	21911	72925	3	85	0.06968910454536742	0.42316170553502447
	2704437	2704009		-		Rv2406c	-	0	1	2	0	14870	21766	1	28	0	0	2	9697	0	20638	0	23	0.42164408877955895	0.8834707588847718
2704140			2704174	+	-	predicted RNA	antisense: Rv2406c	14	15	14	163523	151122	137749	185	4308	11	3	14	140371	79077	137074	116	3395	0.5415188985792919	1.0
	2704697	2705518		+		Rv2407	-	1	0	0	21029	0	8254	0	11	0	1	1	11554	34761	12606	0	23	0.20290825841446194	1.0
	2705762	2706736		+	PE24	Rv2408	-	13	21	17	147332	208249	166035	7	178	21	7	25	257221	183525	236010	7	231	0.0328129730963644	0.2740585476706077
	2707333	2706494		-		Rv2409c	-	0	4	1	8560	42480	11724	1	24	4	1	4	56671	40691	43829	1	56	0.05084638148631991	0.349740479772905
	2708310	2707333		-		Rv2410c	-	0	3	1	6513	29910	14458	0	17	0	1	2	9559	43657	25372	0	26	0.24341363382841297	1.0
	2709965	2708310		-		Rv2411c	-	1	2	0	13151	20258	6414	0	8	2	0	2	25722	0	24042	0	10	0.9206867988818216	1.0
2710075	2710075	2710335	2710418	+	rpsT	Rv2412	-	27	27	29	308002	270707	283753	47	1101	22	2	33	267950	62767	313085	31	822	0.6860008417339566	1.0
	2711301	2710351		-		Rv2413c	-	25	25	23	286352	248148	217665	11	263	23	7	21	279573	193574	198617	7	235	0.24789840011491956	0.6975722965965601
	2712876	2711332		-		Rv2414c	-	1	0	2	11848	7070	19873	0	8	2	0	3	34319	22899	35106	0	19	0.0792610147037909	1.0
	2713784	2712891		-		Rv2415c	-	0	1	0	10980	11223	6203	0	10	1	3	2	19050	102471	26968	1	55	4.6261834317791134E-5	0.001210988138574862
	2715332	2714124		-	eis	Rv2416c	-	5	4	0	63771	45679	3627	1	31	5	0	3	65749	0	34308	1	27	0.3741077442154451	0.8334429402786226
	2716314	2715472		-		Rv2417c	-	0	2	0	0	22390	6572	0	11	0	0	2	4264	0	24734	0	11	0.4515818364911662	1.0
	2717138	2716395		-		Rv2418c	-	1	0	0	20099	0	0	0	9	1	0	3	19876	0	30797	0	22	0.13736364294057138	1.0
	2717799	2717128		-	gpgP	Rv2419c	-	0	2	0	0	27441	0	0	13	2	1	1	32530	40362	10212	1	41	0.039743272813278635	0.30772708977460567
	2718176	2717796		-		Rv2420c	-	0	2	0	9615	21268	0	1	27	0	0	0	1306	8072	3404	0	11	0.8488878024558263	1.0
	2718808	2718173		-	nadD	Rv2421c	-	0	2	0	6761	21436	7518	0	18	0	3	2	10660	91268	20851	1	64	0.007659391465132799	0.09934068749188855
	2719083	2719355		+		Rv2422	-	1	0	0	21277	9764	5310	1	44	3	0	3	44704	16309	28457	3	109	0.07436571255261644	0.4331777530371539
	2719597	2720643		+		Rv2423	-	2	6	4	32133	64085	39169	1	43	1	0	3	13273	0	33882	0	15	0.0921105751962738	0.4702502288396
	2721777	2720776		-		Rv2424c	-	7	2	8	87655	24635	76235	2	62	2	1	4	31017	28336	37553	1	32	0.5807267516572437	1.0
	2723308	2721866		-		Rv2425c	-	0	4	0	10980	46015	8622	0	15	1	4	4	16506	124546	41063	0	42	0.010671203946807714	0.1269016026139765
	2724183	2723308		-		Rv2426c	-	0	0	0	0	0	788	0	0	0	1	2	4195	26359	20957	0	19	0.0	1.0
	2725477	2724230		-	proA	Rv2427c	-	3	1	1	34181	10213	12197	0	15	2	2	2	24896	55354	22287	0	27	0.14406509128463182	0.567680774484085
	2726193	2726780		+	ahpC	Rv2428	-	12	19	14	134057	195061	141430	11	266	8	1	9	103851	42833	92234	4	135	0.5353372083402614	1.0
2726806	2726806	2727339	2728470	+	ahpD	Rv2429	-	58	82	80	645905	818799	758622	60	1387	45	2	65	536588	63261	608723	29	754	0.8857317099115939	1.0
	2727920	2727336		-	PPE41	Rv2430c	-	5	6	4	60235	61279	45005	4	94	5	1	5	68156	33607	48776	2	85	0.29974177439745203	0.7566409066358871
	2728266	2727967		-	PE25	Rv2431c	-	4	3	1	46526	33838	18349	4	109	4	0	4	57909	13838	40319	4	124	0.28311007899771273	0.7338383540154643
	2728847	2728437		-		Rv2432c	-	4	8	10	49689	85970	97213	8	188	2	0	4	35213	0	38031	2	59	0.05953370482229075	0.38385051730193664
	2729134	2728844		-		Rv2433c	-	0	2	0	0	20650	4258	1	28	0	0	4	10453	0	38989	2	56	0.359036333518576	0.8211736706421133
	2730560	2729115		-		Rv2434c	-	6	4	10	77605	46296	98002	2	51	5	0	7	63342	0	72925	1	31	0.9940510035333548	1.0
	2732749	2730557		-		Rv2435c	-	2	9	10	32754	90684	96898	1	33	8	0	10	103782	0	95265	1	30	0.3420816377673021	0.8025779146778964
	2733230	2734144		+	rbsK	Rv2436	-	1	3	2	19292	36980	19032	1	27	0	0	1	8184	0	17819	0	9	0.12945366181682771	0.5386330276294493
2734376	2734376	2734795	2734943	+		Rv2437	-	12	18	23	134615	181144	225289	18	429	11	4	23	136726	130313	220585	13	387	0.28170258944211696	0.7333833938599199
	2736831	2734792		-	nadE	Rv2438c	-	0	2	2	8622	23120	27760	0	9	0	0	1	0	0	16489	0	2	0.06920461853758533	1.0
	2736709	2736987		+		Rv2438A	-	6	9	7	70471	98653	74815	12	291	11	2	12	134800	77100	112393	13	387	0.07309547595198146	0.43045113616166863
	2738247	2737117		-	proB	Rv2439c	-	3	0	0	43176	0	8675	0	15	1	0	1	20770	21746	16276	0	17	0.7050098390836269	1.0
	2739686	2738247		-	obg	Rv2440c	-	2	0	0	30148	0	2313	0	7	1	1	2	17744	37561	21329	0	17	0.1049712293540049	1.0
2739737			2739793	+	-	predicted RNA	antisense: rpmA	24	23	22	276054	234062	216561	182	4249	34	12	33	406052	334102	315744	194	6174	0.010125871548186846	0.12331772905183282
	2740032	2739772		-	rpmA	Rv2441c	-	0	0	1	0	0	13038	0	16	0	0	2	0	0	21861	1	27	0.5586466199452763	1.0
	2740361	2740047		-	rplU	Rv2442c	-	0	0	0	0	6846	0	0	7	0	0	2	5983	0	19893	1	27	0.05445392099543228	0.3624351671835516
2740709	2740709	2742184	2745215	+	dctA	Rv2443	-	135	195	155	1507320	1935185	1469821	47	1109	142	19	187	1690784	503953	1741276	32	888	0.19036020784203117	0.6262929009312643
	2744984	2742123		-	rne	Rv2444c	-	30	17	18	337655	176936	174921	3	80	19	4	30	234525	112520	280053	2	73	0.2259548105594833	0.6730015429674941
	2745724	2745314		-	ndkA	Rv2445c	-	0	0	0	0	0	6519	0	5	0	0	3	9834	0	35053	1	36	4.031435627394999E-5	0.0010683304412596748
	2746138	2745767		-		Rv2446c	-	0	0	0	0	9371	0	0	8	1	0	0	13961	0	3351	0	15	0.07745516760532996	1.0
	2747598	2746135		-	folC	Rv2447c	-	0	0	0	8126	7182	0	0	3	3	0	0	46423	0	8723	0	12	0.031155140711953612	1.0
	2750225	2747595		-	valS	Rv2448c	-	0	0	0	10235	6509	0	0	2	0	4	4	8596	127182	37819	0	21	6.105036735203489E-16	1.0
	2751572	2750313		-		Rv2449c	-	1	0	0	16687	0	8727	0	6	2	1	0	24071	28006	0	0	13	0.246227476952302	1.0
	2752180	2751662		-	rpfE	Rv2450c	-	2	0	0	23263	7575	0	0	19	0	0	0	0	0	7127	0	4	0.02558746925320736	1.0
	2752262	2752660		+		Rv2451	-	11	10	8	127109	108249	76550	11	260	9	6	9	116918	173805	85053	8	313	0.08615271493315366	0.45550638791104237
	2752994	2752848		-		Rv2452c	-	0	0	0	0	0	2576	0	5	0	0	0	0	0	2765	0	6	0.5097441794869284	1.0
	2753623	2753018		-	mobA	Rv2453c	-	0	0	1	0	3367	17718	0	11	2	0	3	31017	23887	29361	1	46	0.0074428845742748	0.09682516205261127
	2754746	2753625		-		Rv2454c	-	2	2	6	33188	24523	57623	1	34	3	1	5	42503	46128	55691	1	42	0.2088766891774947	0.6554880311688485
	2756704	2754743		-		Rv2455c	-	3	8	6	42555	87542	58254	1	31	8	2	8	105020	54859	79361	1	40	0.11395927950192909	0.5135200842065462
	2758192	2756936		-		Rv2456c	-	0	0	1	9491	8529	15772	0	8	5	0	1	69119	0	14148	0	22	0.08214348030330937	1.0
	2759488	2758208		-	clpX	Rv2457c	-	0	2	1	0	26711	12986	0	10	0	0	2	0	0	21595	0	5	0.6197750011816786	1.0
2758288			2759496	+	-	predicted RNA	antisense: clpX	665	794	778	7386476	7844781	7370662	269	6231	649	170	796	7683906	4456836	7416436	184	5392	0.37814268923530575	0.8389474578131119
	2759779	2760687		+	mmuM	Rv2458	-	2	1	0	29962	10606	157	0	14	1	0	4	19807	0	41808	0	22	0.40690805437582045	1.0
2760854	2760854	2762380		+		Rv2459	-	59	64	56	663461	639730	536435	17	401	41	10	57	491746	286820	539787	9	287	0.4879280896170768	0.9512603491035924
	2763175	2762531		-	clpP2	Rv2460c	-	10	5	1	111414	54489	18874	3	95	6	2	3	80467	58978	28989	2	87	0.2892221452673162	0.7417148564113432
	2763774	2763172		-	clpP1	Rv2461c	-	1	5	1	21339	49607	16982	2	48	2	0	2	28954	4942	21489	1	30	0.9500457327275842	1.0
	2765291	2763891		-	tig	Rv2462c	-	0	0	5	0	0	52839	0	12	5	0	2	60453	0	21755	0	19	0.23296829618406364	1.0
2765404			2765331	-	proU	Rvnt26	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0
2765541			2765611	+	glyV	Rvnt27	-	0	0	0	0	1683	4416	1	28	0	0	0	5226	11696	7872	3	116	0.03397610067244143	0.2805687310915456
	2765655	2766839		+	lipP	Rv2463	-	16	18	30	182940	182210	291587	8	184	20	4	22	244566	116803	207340	5	159	0.30026732273391643	0.7569275493227853
	2767665	2766859		-		Rv2464c	-	23	21	14	263089	213692	134174	10	252	11	2	26	139546	58319	244148	6	182	0.6444408527579031	1.0
	2768159	2767671		-	rpiB	Rv2465c	-	3	1	1	37779	10998	17665	1	45	1	1	1	13892	36573	9680	0	40	0.6544372188999342	1.0
	2768884	2768261		-		Rv2466c	-	0	0	1	7320	4769	15509	0	14	1	1	1	15268	34266	13776	0	33	0.14425060510163915	0.567680774484085
	2768986	2771571		+	pepN	Rv2467	-	18	22	19	205521	222615	184595	3	78	12	3	15	144360	102141	144734	1	50	0.8914763777669767	1.0
	2772147	2771644		-		Rv2468c	-	1	3	2	12344	33670	27444	2	48	3	0	5	43810	10049	55212	2	72	0.2010279691700338	0.6383232778453809
	2772331	2772098		-		Rv2468A	-	0	0	0	0	6228	473	0	9	0	0	0	0	0	2287	0	3	0.10296521841427889	1.0
	2773035	2772367		-		Rv2469c	-	6	7	6	75000	74354	60672	4	104	3	2	8	44222	63591	77393	2	92	0.3462639039177454	0.807009196264322
	2773178	2773564		+	glbO	Rv2470	-	0	0	0	0	0	0	0	0	0	0	1	10797	0	11489	0	19	0.0	1.0
	2773564	2775204		+	aglA	Rv2471	-	12	10	8	134739	107351	78654	2	65	8	5	15	96286	152388	143138	2	79	0.07883667311135745	0.44160265745211835
	2775272	2775565		+		Rv2472	-	2	0	2	26240	0	20715	2	53	0	0	2	0	1812	24893	1	30	0.6196310948526029	1.0
	2775568	2776284		+		Rv2473	-	26	25	31	291563	251346	302786	17	393	12	3	24	147455	100823	227446	7	221	0.667538315775371	1.0
	2776969	2776316		-		Rv2474c	-	11	19	9	126054	195959	88170	8	209	15	5	22	188583	142504	207925	9	274	0.04536315764420218	0.32785191206491576
	2777391	2776975		-		Rv2475c	-	1	0	0	14454	0	0	0	11	0	0	1	11760	0	11702	0	18	0.5602791330576379	1.0
	2782262	2777388		-	gdh	Rv2476c	-	4	6	8	53722	67171	78916	0	13	3	2	16	38651	62932	155000	0	17	0.10371316341670381	1.0
	2784042	2782366		-		Rv2477c	-	2	0	5	22332	0	49211	0	14	1	4	5	15130	115980	51170	0	36	0.01742954349146366	0.18073678794409057
	2784608	2784123		-		Rv2478c	-	0	0	0	0	0	2839	0	1	0	0	0	0	0	0	0	0	0.0	1.0
	2786898	2786575		-		Rv2481c	-	0	3	1	8374	39113	18086	2	67	0	0	3	11279	0	31648	1	44	0.6609789150215127	1.0
	2789283	2786914		-	plsB2	Rv2482c	-	5	1	1	62717	16442	10094	0	12	0	4	8	11760	109884	83085	0	28	0.022743569652295664	0.2164925599053332
	2791022	2789280		-	plsC	Rv2483c	-	4	6	7	47394	66386	69978	1	35	1	0	3	23246	0	36968	0	11	0.07414095059590455	0.43245530014703565
	2792494	2791019		-		Rv2484c	-	0	0	1	0	0	9516	0	2	1	1	0	12035	48434	0	0	13	1.1214537746910117E-4	1.0
	2793988	2792723		-	lipQ	Rv2485c	-	2	0	3	28411	0	28496	0	14	5	4	5	66024	114497	47978	1	60	1.4219686901188118E-4	0.003410341668536346
2794176			2794249	+	argW	Rvnt28	-	0	0	0	0	0	1892	0	8	0	0	0	0	12191	0	0	54	7.738491760016647E-6	2.479204860130706E-4
	2794350	2795120		+	echA14	Rv2486	-	0	1	0	6575	14590	0	0	9	0	0	1	68	0	16063	0	6	0.5673450456052397	1.0
	2797385	2795301		-	PE_PGRS42	Rv2487c	-	4	1	0	53225	12626	0	0	10	2	1	4	33012	51070	39361	0	19	0.10914496531623484	1.0
	2800880	2797467		-		Rv2488c	-	1	1	2	20223	11054	23922	0	5	1	5	0	22145	151729	0	0	16	0.005036421653043327	1.0
	2801145	2800846		-		Rv2489c	-	0	0	0	9987	5050	0	0	16	0	0	0	4126	988	6382	0	12	0.5551652221294588	1.0
	2806236	2801254		-	PE_PGRS43	Rv2490c	-	1	2	2	20409	28170	25289	0	4	4	4	4	48555	118451	41010	0	13	0.006540278898862271	1.0
	2806529	2806323		-		Rv2490a	-	0	0	0	0	6734	0	0	10	0	0	0	0	0	0	0	0	0.0	1.0
	2806665	2807288		+		Rv2491	-	0	1	0	0	19696	6940	0	14	0	0	2	0	0	19946	0	10	0.4231288654355716	1.0
	2807278	2808030		+		Rv2492	-	2	1	2	26799	15319	19978	1	27	3	0	6	45873	17462	59840	2	54	0.09373930612318754	0.4734386366904048
	2808083	2808304		+	vapB38	Rv2493	-	4	6	5	52915	60493	48580	10	243	8	1	8	101237	29818	83457	11	322	0.11985991024609191	0.5223945123720534
2808305	2808310	2808735	2809351	+	vapC38	Rv2494	-	55	65	50	615260	646296	474763	58	1358	46	7	68	548693	192586	634787	39	1076	0.3102924240617583	0.7676498524133837
	2809939	2808758		-	bkdC	Rv2495c	-	4	6	4	50000	66666	45110	1	45	1	0	5	14236	16803	54734	0	24	0.6280995380796243	1.0
2809841			2809902	+	-	predicted RNA	antisense: bkdC	26	30	25	297518	306004	244900	196	4561	21	7	21	258940	197034	203244	113	3544	0.5799514655664171	1.0
	2810982	2809936		-	bkdB	Rv2496c	-	0	1	3	8622	15375	29915	0	17	5	2	1	60247	71499	17180	1	47	0.017654574829626235	0.18262913191225405
	2812096	2810993		-	bkdA	Rv2497c	-	0	0	1	0	0	17034	0	5	0	1	0	7909	46787	5797	0	18	0.028790758315095904	1.0
	2813176	2812355		-	citE	Rv2498c	-	1	0	0	14764	0	0	0	5	0	0	0	9766	0	8404	0	7	0.49964160841535793	1.0
	2813730	2813173		-		Rv2499c	-	0	0	0	7009	0	0	0	4	0	0	0	0	0	0	0	0	0.0	1.0
	2814911	2813727		-	fadE19	Rv2500c	-	0	3	4	7940	36083	39695	1	23	4	0	3	47730	0	33138	0	22	0.3953904342289678	1.0
	2816880	2814916		-	accA1	Rv2501c	-	1	0	1	18858	8193	15457	0	7	2	1	1	33287	32454	10053	0	12	0.19902078429985515	1.0
	2818474	2816885		-	accD1	Rv2502c	-	5	5	10	64454	54264	103049	2	46	5	6	9	62035	181713	88829	1	69	0.045165010106560786	0.3275226155193673
	2819127	2818471		-	scoB	Rv2503c	-	0	3	0	0	33052	9200	0	21	0	0	2	0	3953	21861	0	13	0.6110378431174212	1.0
	2819870	2819124		-	scoA	Rv2504c	-	7	10	14	84367	106677	134963	6	145	8	2	9	94635	66556	91329	3	112	0.6443821180294754	1.0
	2821596	2819953		-	fadD35	Rv2505c	-	3	5	0	35545	51290	7413	0	19	3	0	6	46423	494	61968	0	22	0.2834798558610706	1.0
	2821712	2822359		+		Rv2506	-	0	0	0	0	0	0	0	0	1	0	1	22420	0	9521	0	16	0.0	1.0
