Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Raw Counts Cond_0.1 Replicate 1	Raw Counts Cond_0.1 Replicate 2	Raw Counts Cond_0.1 Replicate 3	Normalized Counts Cond_0.1 Replicate 1	Normalized Counts Cond_0.1 Replicate 2	Normalized Counts Cond_0.1 Replicate 3	RPKM Cond_0.1	Expression Cond_0.1	Raw Counts Cond_6 Replicate 1	Raw Counts Cond_6 Replicate 2	Normalized Counts Cond_6 Replicate 1	Normalized Counts Cond_6 Replicate 2	RPKM Cond_6	Expression Cond_6	pValue Cond_0.1 vs Cond_6	qValue Cond_0.1 vs Cond_6
	2294526	2291962		-		Rv2047c	-	16	6	12	197111	160790	118085	1	61	3	6	68879	160790	0	44	0.5557211822921336	1.0
	2306986	2294531		-	pks12	Rv2048c	-	11	17	16	139614	461943	153297	0	20	8	17	154564	461943	0	24	0.5172424042304322	1.0
2299745			2299886	+	ASpks	RVnc0003	-	13	0	17	161760	0	158936	30	752	5	0	99792	0	9	351	0.6324794379834447	1.0
	2307517	2307293		-		Rv2049c	-	0	0	0	0	0	9042	0	13	0	0	0	0	0	0	0.0	1.0
	2307821	2308156		+		Rv2050	-	24	0	29	295254	3130	271010	22	564	9	0	179149	3130	7	271	0.6029355376283182	1.0
	2310755	2308131		-	ppm1	Rv2051c	-	50	9	39	599105	245963	372127	5	154	19	9	368672	245963	2	117	0.5263877972048556	1.0
	2312517	2310913		-		Rv2052c	-	0	2	0	8734	66721	8138	0	17	0	2	0	66721	0	20	0.5199823838667206	1.0
	2313049	2312522		-	fxsA	Rv2053c	-	0	0	0	0	0	0	0	0	0	0	3215	0	0	3	0.0	1.0
	2313125	2313838		+		Rv2054	-	4	7	7	55570	190774	65478	3	145	12	7	227593	190774	6	292	0.9906444647913988	1.0
	2314353	2314087		-	rpsR2	Rv2055c	-	5	0	8	60660	10214	75797	7	183	3	0	59958	10214	3	131	0.5710875903741511	1.0
	2314659	2314354		-	rpsN2	Rv2056c	-	1	1	2	20357	40527	27287	2	96	0	1	8713	40527	1	80	0.4521967088857377	1.0
	2314825	2314661		-	rpmG1	Rv2057c	-	0	0	0	0	0	3776	0	7	0	0	15975	0	1	48	0.014555648754755339	0.5883254601445872
	2315061	2314825		-	rpmB2	Rv2058c	-	1	0	0	20839	0	0	1	29	0	0	14626	0	0	30	0.5096959649504142	1.0
	2315174	2316709		+		Rv2059	-	68	13	73	809147	342833	686436	13	398	37	13	697821	342833	7	338	0.5130327262789872	1.0
	2316279	2316680		+		Rv2060	-	44	9	37	524002	236573	345372	30	917	24	9	459024	236573	19	865	0.4963132355336737	1.0
	2317085	2316681		-		Rv2061c	-	1	1	3	20495	35090	32021	2	72	8	1	150414	35090	5	229	0.5388753862891786	1.0
	2320753	2317169		-	cobN	Rv2062c	-	7	2	1	89133	70675	15638	0	16	4	2	77178	70675	0	20	0.5256086924771946	1.0
	2320831	2321064		+	mazE7	Rv2063	-	0	0	0	11760	24052	0	1	51	0	0	0	24052	0	51	0.4931321110430985	1.0
	2321057	2321467		+	mazF7	Rv2063A	-	0	3	0	9559	93410	0	1	83	0	3	0	93410	1	113	0.5392845181965781	1.0
	2321451	2322542		+	cobG	Rv2064	-	0	0	2	0	0	22287	0	6	0	0	13796	0	0	6	0.5154322334661402	1.0
	2322552	2323178		+	cobH	Rv2065	-	0	0	0	5708	0	0	0	3	0	0	0	0	0	0	3.041702133794815E-70	1.0
	2323175	2324701		+	cobIJ	Rv2066	-	11	4	3	137414	120593	33351	1	63	1	4	24688	120593	0	47	0.5674585051905228	1.0
	2325870	2324647		-		Rv2067c	-	6	3	4	82049	89456	41010	1	57	1	3	31224	89456	0	49	0.4560462586270912	1.0
	2326809	2325886		-	blaC	Rv2068c	-	2	2	3	24896	65074	29361	1	43	4	2	76867	65074	1	76	0.578190226715533	1.0
	2326944	2327501		+	sigC	Rv2069	-	1	2	5	18363	73476	52446	2	86	2	2	46991	73476	2	107	0.5270701327100697	1.0
	2328225	2327491		-	cobK	Rv2070c	-	2	0	2	24552	0	18989	0	19	0	0	0	0	0	0	0.0	1.0
	2328977	2328222		-	cobM	Rv2071c	-	0	0	0	11760	22570	0	0	15	0	0	0	22570	0	14	0.489007947743406	1.0
	2330146	2328974		-	cobL	Rv2072c	-	6	1	9	80123	30642	91063	2	57	1	1	28423	30642	0	25	0.6498874060074972	1.0
	2330963	2330214		-		Rv2073c	-	2	0	2	28954	0	19095	0	21	0	0	11203	0	0	7	0.6740201825536734	1.0
	2330993	2331406		+		Rv2074	-	2	0	0	29229	6754	0	0	28	2	0	52489	6754	1	71	0.6450492175941124	1.0
	2332879	2331416		-		Rv2075c	-	40	13	63	475515	354695	594095	11	324	17	13	324792	354695	4	232	0.5292820930263437	1.0
	2333288	2333037		-		Rv2076c	-	0	0	1	0	0	9787	0	12	0	0	3838	0	0	7	0.5800969958813881	1.0
	2334294	2333323		-		Rv2077c	-	0	0	3	0	24052	28031	0	17	0	0	5497	24052	0	15	0.45657263852233554	1.0
2333747			2333987	+	-	predicted RNA	antisense: Rv2077c	363	69	485	4294910	1826029	4520585	526	14718	222	69	4104149	1826029	285	12303	0.5352640517413775	1.0
	2334594	2334295		-		Rv2077A	-	0	0	1	0	0	15531	0	17	0	0	0	0	0	0	0.0	1.0
	2335059	2335373		+		Rv2078	-	0	0	1	0	0	9627	0	10	0	0	0	0	0	0	0.0	1.0
	2335355	2337325		+		Rv2079	-	39	11	34	462998	306754	318191	5	183	8	11	159128	306754	2	118	0.5526233183273264	1.0
	2337306	2337869		+	lppJ	Rv2080	-	79	20	79	942709	534596	740904	43	1310	32	20	597510	534596	21	1003	0.5261408901619417	1.0
	2338505	2338065		-		Rv2081c	-	20	10	31	246079	263591	294042	19	607	18	10	342012	263591	15	686	0.5106923994461752	1.0
	2338709	2340874		+		Rv2082	-	17	9	25	203851	241350	234202	3	104	8	9	148547	241350	1	90	0.5318518610387077	1.0
	2340871	2341815		+		Rv2083	-	0	0	0	0	0	6542	0	2	0	0	0	0	0	0	6.867740965802523E-90	1.0
	2341808	2342944		+		Rv2084	-	2	2	2	34181	60626	25372	0	35	0	2	0	60626	0	26	0.5645329409196946	1.0
	2343027	2343332		+		Rv2085	-	1	0	1	12517	7742	18510	1	42	1	0	18672	7742	1	43	0.4955316001321605	1.0
	2343311	2343916		+		Rv2086	-	9	0	20	115130	21746	195053	7	182	5	0	105186	21746	2	104	0.6026676043494605	1.0
	2344411	2346180		+	pknJ	Rv2088	-	8	0	9	100962	0	88936	1	35	1	0	26244	0	0	7	0.2902229300072559	1.0
	2347324	2346197		-	pepE	Rv2089c	-	4	0	3	47661	19275	36808	1	30	2	0	44917	19275	0	28	0.4723666245459176	1.0
2347373	2347373	2348554		+		Rv2090	-	77	17	71	912861	462438	668297	19	576	30	17	561514	462438	9	433	0.5272894305170912	1.0
	2349292	2348558		-		Rv2091c	-	2	0	1	29229	0	13138	0	19	0	0	14730	0	0	10	0.6280030153251984	1.0
	2352054	2349334		-	helY	Rv2092c	-	2	0	1	24140	1976	15531	0	5	2	0	50829	1976	0	9	0.6067204689768261	1.0
	2353029	2352103		-	tatC	Rv2093c	-	0	1	1	9078	38056	9893	0	20	0	1	17531	38056	0	29	0.5589390676629036	1.0
	2353297	2353046		-	tatA	Rv2094c	-	0	0	1	0	0	13404	0	17	0	0	3112	0	0	6	0.769765303735532	1.0
2353127			2353232	+	-	predicted RNA	antisense: tatA	70	17	91	830398	446293	847712	232	6680	64	17	1190041	446293	181	7718	0.46102667348067805	1.0
	2354315	2353365		-	pafC	Rv2095c	-	0	0	3	6533	18780	37180	0	21	1	0	19398	18780	0	20	0.4704642169452016	1.0
	2355310	2354312		-	pafB	Rv2096c	-	2	0	0	29229	6919	3563	0	13	2	0	38485	6919	0	22	0.5923622756418775	1.0
	2356677	2355319		-	pafA	Rv2097c	-	3	2	5	38583	52388	51542	1	34	1	2	35788	52388	0	32	0.47460166183286506	1.0
	2358389	2360041		+		Rv2100	-	41	18	77	494360	492092	723936	11	344	36	18	680082	492092	7	354	0.49006141262215597	1.0
	2360240	2363281		+	helZ	Rv2101	-	2	6	4	25515	173805	44946	0	26	1	6	30601	173805	0	33	0.5138653461923839	1.0
	2363391	2364107		+		Rv2102	-	28	5	25	338445	144151	239734	11	335	5	5	94917	144151	3	166	0.6136792581494508	1.0
	2364520	2364086		-	vapC37	Rv2103c	-	8	3	6	100343	85831	64946	5	192	1	3	20746	85831	2	122	0.5925490447244971	1.0
	2364781	2364527		-	vapB37	Rv2104c	-	0	1	1	0	29818	11595	1	54	0	1	0	29818	0	58	0.5057040945516841	1.0
	2365054	2364797		-		Rv2104a	-	1	0	3	23521	23723	30425	3	100	0	0	0	23723	0	45	0.6551552951455899	1.0
	2367359	2367655		+	PE22	Rv2107	-	2	0	0	27372	0	0	1	30	0	0	0	0	0	0	0.0	0.0
	2367711	2368442		+	PPE36	Rv2108	-	7	0	19	88239	14662	184361	5	130	7	0	137344	14662	2	103	0.4427152344211058	1.0
	2369729	2368983		-	prcA	Rv2109c	-	0	0	6	10935	0	60531	1	31	2	0	38381	0	0	25	0.4453528190369773	1.0
	2370601	2369726		-	prcB	Rv2110c	-	1	0	0	20907	0	3351	0	9	1	0	19917	0	0	11	0.5378372718228717	1.0
2370556			2370659	+	-	predicted RNA	antisense: prcB pup	70	17	87	837964	456013	812287	232	6750	35	17	663381	456013	119	5381	0.5209077490748879	1.0
	2370792	2370598		-	pup	Rv2111c	-	0	0	2	3163	15321	23776	2	72	0	0	2074	15321	0	44	0.601188007314323	1.0
	2372569	2370905		-	dop	Rv2112c	-	1	2	6	19188	53706	56861	0	25	3	2	68672	53706	0	36	0.5461092337674525	1.0
	2372630	2373823		+		Rv2113	-	8	3	10	94635	86985	97234	2	77	5	3	99377	86985	1	78	0.47864609602991304	1.0
2373834	2373834	2374457		+		Rv2114	-	75	11	113	898899	293080	1052287	44	1198	51	11	957780	293080	23	1002	0.5153720849629045	1.0
	2376290	2374461		-	mpa	Rv2115c	-	11	2	20	134112	64744	192978	2	71	6	2	114004	64744	1	48	0.5674992138390696	1.0
2374707			2374827	+	-	predicted RNA	antisense: mpa	91	34	85	1079298	905436	791436	238	7647	51	34	946473	905436	164	7652	0.4855633990888107	1.0
	2376571	2377140		+	lppK	Rv2116	-	4	1	0	49793	31466	4946	1	50	1	1	30394	31466	1	54	0.5001933114895766	1.0
	2377148	2377441		+		Rv2117	-	4	1	5	57221	42174	51914	5	171	0	1	14315	42174	1	96	0.614416462358633	1.0
	2378312	2377470		-		Rv2118c	-	1	0	0	20151	20922	0	0	16	2	0	50726	20922	0	42	0.6478859658854014	1.0
	2378386	2379222		+		Rv2119	-	3	2	4	35900	74299	45744	1	62	2	2	38174	74299	1	67	0.5022402055870117	1.0
	2379727	2379245		-		Rv2120c	-	1	3	0	19050	100329	0	1	82	0	3	9854	100329	1	114	0.5426893694037518	1.0
	2380660	2379806		-	hisG	Rv2121c	-	0	1	0	0	27512	0	0	10	0	1	0	27512	0	16	0.5740063144426544	1.0
	2380944	2380663		-	hisE	Rv2122c	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0
	2381071	2382492		+	PPE37	Rv2123	-	19	3	17	224828	79571	161595	3	109	10	3	187033	79571	2	93	0.5328457061294655	1.0
	2386067	2382489		-	metH	Rv2124c	-	1	6	2	19119	163426	18776	0	18	2	6	40248	163426	0	28	0.5460909780594012	1.0
	2386293	2387171		+		Rv2125	-	1	0	2	17262	0	25319	0	16	0	0	13485	0	0	7	0.6399343015716257	1.0
	2387972	2387202		-	PE_PGRS37	Rv2126c	-	4	0	2	55364	15650	22127	1	40	0	0	17842	15650	0	21	0.6278214790447735	1.0
	2388616	2390085		+	ansP1	Rv2127	-	21	0	19	259147	0	181010	3	99	7	0	145643	0	1	49	0.6117470953246058	1.0
	2390085	2390288		+		Rv2128	-	2	1	6	26891	40691	63191	7	213	2	1	52178	40691	4	227	0.4986307681479743	1.0
2391189	2391189	2390308		-		Rv2129c	-	37	6	61	449037	173476	573244	16	451	23	6	440560	173476	8	348	0.524445319046594	1.0
	2392459	2391215		-	mshC	Rv2130c	-	10	6	23	122077	157495	216914	4	132	4	6	83921	157495	1	96	0.553729709618807	1.0
	2393320	2392517		-	cysQ	Rv2131c	-	2	0	0	26822	20098	7925	0	22	0	0	12863	20098	0	20	0.46783497465346174	1.0
	2393411	2393641		+		Rv2132	-	7	0	13	88033	0	125212	12	307	4	0	85373	0	4	184	0.6023252929991888	1.0
	2394639	2393851		-		Rv2133c	-	13	7	11	161004	192421	109361	5	195	9	7	166286	192421	4	227	0.4995339787281673	1.0
	2395237	2394650		-		Rv2134c	-	1	0	1	15130	22734	16223	0	30	0	0	10373	22734	0	28	0.47159929389346295	1.0
	2396011	2395301		-		Rv2135c	-	0	1	1	1856	49917	16702	0	32	0	1	0	49917	0	35	0.5038379545526668	1.0
	2396838	2396008		-		Rv2136c	-	0	0	1	0	0	12127	0	4	1	0	21369	0	0	12	0.6676413660768957	1.0
	2397315	2396902		-		Rv2137c	-	6	1	8	80536	47775	82287	5	169	5	1	92738	47775	3	169	0.48194677367772215	1.0
2397015			2397198	+	-	predicted RNA	antisense: Rv2137c	218	97	287	2585075	2557990	2679414	450	14171	182	97	3367946	2557990	354	16103	0.5195576145985212	1.0
	2397330	2398406		+	lppL	Rv2138	-	1	1	2	18431	49917	22819	0	28	1	1	24273	49917	0	34	0.522729490133875	1.0
	2398720	2399793		+	pyrD	Rv2139	-	11	2	9	137620	58484	89946	3	88	3	2	69605	58484	1	59	0.584295837302102	1.0
	2400328	2399798		-	TB18.6	Rv2140c	-	14	1	16	167881	35584	152765	8	223	3	1	72717	35584	2	101	0.6296583112007613	1.0
	2401722	2400376		-		Rv2141c	-	6	3	18	76685	85831	175159	2	83	7	3	143879	85831	1	85	0.4859611016641231	1.0
2401987			2402072	+	leuU	Rvnt22	-	0	0	0	4332	0	4255	1	33	0	0	1141	0	0	6	0.0061187085568819135	0.2623010011657257
	2402510	2402193		-	parE2	Rv2142c	-	1	0	3	16918	10049	32180	2	61	0	0	0	10049	0	15	0.7841986274038364	1.0
	2402722	2402507		-	parD2	Rv2142A	-	0	0	0	11348	0	6968	1	28	1	0	18568	0	1	42	0.5816197051741473	1.0
	2402977	2404035		+		Rv2143	-	13	3	15	160453	84349	142340	4	121	4	3	74896	84349	1	75	0.583118633522556	1.0
	2404521	2404165		-		Rv2144c	-	1	1	2	19257	28995	18829	1	62	0	1	0	28995	0	40	0.5965783295493113	1.0
	2405398	2404616		-	wag31	Rv2145c	-	0	2	1	9766	53047	13723	0	32	0	2	0	53047	0	33	0.49407515290600545	1.0
2405318			2405453	+	-	predicted RNA	antisense: wag31	115	21	143	1362242	573805	1337978	285	8024	57	21	1064834	573805	137	6024	0.5212081675672062	1.0
	2405956	2405666		-		Rv2146c	-	0	0	0	5777	0	7712	0	15	1	0	19190	0	0	32	0.6392275775752015	1.0
	2406843	2406118		-		Rv2147c	-	1	0	6	14580	0	62712	1	35	1	0	28941	0	0	19	0.6216465988072221	1.0
	2407616	2406840		-		Rv2148c	-	0	1	1	0	28336	12234	0	17	2	1	47302	28336	1	48	0.6541251376318568	1.0
	2408374	2407622		-	yfiH	Rv2149c	-	1	4	1	12929	127677	17021	1	69	1	4	30809	127677	1	105	0.5544192155663161	1.0
	2409524	2408385		-	ftsZ	Rv2150c	-	0	1	0	0	46293	638	0	13	0	1	0	46293	0	20	0.5631120615776075	1.0
	2410641	2409697		-	ftsQ	Rv2151c	-	3	13	16	43053	345634	155957	4	192	11	13	204771	345634	5	291	0.5249888887097893	1.0
	2412122	2410638		-	murC	Rv2152c	-	0	3	4	4401	85337	45000	0	30	3	3	65352	85337	1	50	0.5707241059291682	1.0
	2413351	2412119		-	murG	Rv2153c	-	0	3	0	0	95222	0	0	25	0	3	0	95222	0	38	0.5555245989853315	1.0
	2414922	2413348		-	ftsW	Rv2154c	-	0	4	2	0	105107	27819	0	28	0	4	0	105107	0	33	0.517520920757657	1.0
	2416394	2414934		-	murD	Rv2155c	-	2	1	0	27854	28006	6595	0	14	0	1	0	28006	0	9	0.5894554689795651	1.0
	2417475	2416396		-	murX	Rv2156c	-	3	1	1	42916	29818	17500	0	27	0	1	0	29818	0	13	0.6424119565906048	1.0
	2419004	2417472		-	murF	Rv2157c	-	1	1	4	12861	38550	39255	0	19	0	1	14937	38550	0	17	0.46288293006406583	1.0
	2420608	2419001		-	murE	Rv2158c	-	1	1	1	15474	47611	16010	0	16	1	1	27800	47611	0	23	0.5510353167134702	1.0
2420596			2420615	+	-	predicted RNA	antisense: murE	11	9	6	141540	241350	56170	183	7317	4	9	79253	241350	151	8015	0.4970700801748174	1.0
	2421665	2420631		-		Rv2159c	-	2	2	1	29160	62932	16808	0	35	0	2	9439	62932	0	34	0.4861115700516246	1.0
2420867			2420914	+	-	predicted RNA	antisense: Rv2159c	27	22	21	327716	601317	202712	203	7859	12	22	234024	601317	167	8701	0.4720741756946456	1.0
2421776			2421808	+	-	predicted RNA	-	15	15	11	183700	411367	107127	174	7092	6	15	111410	411367	147	7920	0.5013736481242864	1.0
	2423137	2422271		-		Rv2161c	-	3	1	1	44291	41845	14893	1	38	0	1	11099	41845	0	30	0.5590777454100734	1.0
2422808			2422824	+	-	predicted RNA	antisense: Rv2161c	10	3	13	130055	93574	124308	225	6822	6	3	116804	93574	135	6187	0.4707451565523263	1.0
2422974			2423147	+	-	predicted RNA	antisense: Rv2161c	174	52	166	2064649	1371334	1546648	310	9545	90	52	1673962	1371334	191	8750	0.5114193335746425	1.0
	2424838	2423240		-	PE_PGRS38	Rv2162c	-	2	1	6	30123	45963	63297	0	29	1	1	27800	45963	0	23	0.553443806763458	1.0
	2427087	2425048		-	pbpB	Rv2163c	-	22	9	42	267744	255354	395106	5	150	12	9	234024	255354	2	119	0.5310416782653397	1.0
	2428238	2427084		-		Rv2164c	-	3	1	5	46561	27512	55372	1	37	0	1	0	27512	0	11	0.696811080609961	1.0
	2429425	2428235		-		Rv2165c	-	0	1	0	9766	32125	7500	0	13	0	1	0	32125	0	13	0.4841377402251869	1.0
	2429858	2429427		-		Rv2166c	-	0	0	0	0	0	5000	0	3	0	0	0	0	0	0	3.0366055955863474E-55	1.0
	2431969	2431565		-		Rv2169c	-	1	0	0	12173	0	0	0	10	0	0	0	0	0	0	0.0	1.0
	2432235	2432855		+		Rv2170	-	3	2	0	41884	57660	6861	1	57	1	2	26659	57660	1	67	0.5166814624955621	1.0
	2432951	2433634		+	lppM	Rv2171	-	10	4	28	127647	125370	262872	8	251	7	4	130912	125370	4	187	0.5500087150099567	1.0
	2434536	2433631		-		Rv2172c	-	1	0	5	15405	10049	53244	1	28	1	0	20539	10049	0	16	0.6154018955625193	1.0
	2434847	2435905		+	idsA2	Rv2173	-	9	2	10	113548	68039	97978	2	87	3	2	65352	68039	1	62	0.5749303573524095	1.0
	2435909	2437459		+	mptA	Rv2174	-	13	4	13	160247	123887	130106	2	89	6	4	119917	123887	1	78	0.5290947112024618	1.0
	2437886	2437446		-		Rv2175c	-	7	2	20	90715	54365	194627	9	256	2	2	51037	54365	2	119	0.6296284424101329	1.0
	2437941	2439140		+	pknL	Rv2176	-	3	1	2	47248	31136	22074	0	27	2	1	49273	31136	0	33	0.5184134637918548	1.0
	2439947	2439282		-		Rv2177c	-	0	1	0	0	26359	7340	0	16	1	1	22821	26359	0	36	0.6310893026910583	1.0
	2441720	2440332		-	aroG	Rv2178c	-	2	0	5	29779	0	47287	0	18	2	0	38589	0	0	13	0.5679172837550412	1.0
	2442317	2441811		-		Rv2179c	-	0	0	0	0	22240	0	0	14	0	0	0	22240	0	21	0.5766546320624589	1.0
	2443214	2442327		-		Rv2180c	-	9	0	16	115268	22405	151489	4	108	3	0	57468	22405	1	44	0.6503311636104991	1.0
	2443302	2444585		+		Rv2181	-	61	22	24	723727	597364	225159	11	401	11	22	220643	597364	6	318	0.5112400934694605	1.0
	2445329	2444586		-		Rv2182c	-	7	2	9	89477	55354	92978	3	106	1	2	30912	55354	1	57	0.6172832054773253	1.0
	2445810	2445415		-		Rv2183c	-	0	0	2	1444	0	20212	0	18	0	0	8195	0	0	10	0.6018418983015875	1.0
	2446946	2445807		-		Rv2184c	-	0	0	3	0	21087	32180	0	15	4	0	89004	21087	1	48	0.9541621091547029	1.0
	2447500	2447066		-	TB16.3	Rv2185c	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0
	2447994	2447605		-		Rv2186c	-	0	0	0	0	658	0	0	0	0	0	0	658	0	0	0.580317156874395	1.0
	2448160	2449962		+	fadD15	Rv2187	-	18	3	11	219050	99835	107659	2	78	8	3	159128	99835	1	71	0.4751833458080554	1.0
	2451150	2449993		-	pimB	Rv2188c	-	11	1	8	139202	27677	76542	2	70	2	1	42012	27677	0	30	0.6486618374825738	1.0
	2452020	2451247		-		Rv2189c	-	0	3	3	2682	103130	28936	1	58	0	3	16701	103130	1	77	0.5369789450196576	1.0
	2453272	2452115		-		Rv2190c	-	0	1	2	825	49258	20957	0	20	0	1	0	49258	0	21	0.49419145089450506	1.0
	2453819	2455756		+		Rv2191	-	16	2	12	189546	66227	118031	2	64	4	2	86410	66227	0	39	0.5864240381173622	1.0
	2456743	2455631		-	trpD	Rv2192c	-	4	2	3	56121	62932	33936	1	45	2	2	39211	62932	0	45	0.48843227929311805	1.0
	2456901	2457512		+	ctaE	Rv2193	-	3	2	14	42916	55518	133244	4	126	4	2	84336	55518	2	114	0.46407191773133555	1.0
	2457553	2458395		+	qcrC	Rv2194	-	1	0	1	15405	16309	17606	0	19	3	0	65560	16309	1	48	0.635012411370622	1.0
	2458392	2459681		+	qcrA	Rv2195	-	4	5	5	53920	151235	49202	1	65	4	5	85373	151235	1	91	0.5253127347230746	1.0
	2459678	2461327		+	qcrB	Rv2196	-	19	6	22	235900	179077	207287	4	125	1	6	33921	179077	1	64	0.5884640714678466	1.0
	2462148	2461504		-		Rv2197c	-	9	0	22	106464	21416	213776	7	176	1	0	36618	21416	1	44	0.4525072821330403	1.0
	2463047	2462148		-	mmpS3	Rv2198c	-	5	1	2	60110	28995	23031	1	41	0	1	0	28995	0	16	0.6762217223245409	1.0
	2463652	2463233		-		Rv2199c	-	0	0	3	0	0	28670	1	22	0	0	0	0	0	0	0.0	1.0
	2464751	2463660		-	ctaC	Rv2200c	-	0	1	4	0	33443	40957	0	22	1	1	34854	33443	0	31	0.5456969234627232	1.0
	2464997	2466955		+	asnB	Rv2201	-	56	2	52	668982	63261	492925	7	208	17	2	319398	63261	2	97	0.699137320365526	1.0
	2468027	2467053		-	adoK	Rv2202c	-	2	3	2	23796	82042	19202	0	42	0	3	0	82042	0	42	0.484468284096843	1.0
2468231	2468231	2468923	2469370	+		Rv2203	-	210	35	210	2488720	938056	1958989	90	2590	65	35	1200414	938056	33	1542	0.5778980186477717	1.0
	2469287	2468931		-		Rv2204c	-	2	0	6	25034	18945	59255	3	96	2	0	41701	18945	1	84	0.4622747168520633	1.0
	2470463	2469387		-		Rv2205c	-	0	1	1	0	29654	13138	0	13	1	1	29979	29654	0	27	0.6194134203927649	1.0
	2470622	2471332		+		Rv2206	-	4	0	3	51169	0	36808	1	41	2	0	37344	0	0	26	0.5985505254749894	1.0
	2471411	2472496		+	cobT	Rv2207	-	2	3	1	24552	88962	11861	0	38	0	3	0	88962	0	40	0.4976308866550203	1.0
	2472493	2473242		+	cobS	Rv2208	-	17	5	15	203851	139703	148085	7	218	4	5	75414	139703	2	143	0.5675902862347316	1.0
	2473400	2474938		+		Rv2209	-	43	15	70	518294	403294	658297	11	342	23	15	435062	403294	5	272	0.5127851832705486	1.0
	2475970	2474864		-	ilvE	Rv2210c	-	2	2	0	29367	70345	4734	0	31	2	2	36929	70345	0	48	0.5582685737652158	1.0
	2477181	2476042		-	gcvT	Rv2211c	-	0	2	4	0	52718	39787	0	27	4	2	79149	52718	1	57	0.6005940684987091	1.0
	2477190	2478326		+		Rv2212	-	7	4	8	90715	106589	76914	2	80	3	4	64419	106589	1	75	0.46834526428131096	1.0
	2478338	2479885		+	pepB	Rv2213	-	16	4	13	196217	121087	129148	3	96	6	4	115663	121087	1	76	0.5435843092712976	1.0
	2481701	2479923		-	ephD	Rv2214c	-	2	4	6	27510	114497	60851	1	38	3	4	64937	114497	1	50	0.5278840009637286	1.0
	2481965	2483626		+	dlaT	Rv2215	-	3	7	3	43466	183690	33776	1	52	1	7	29253	183690	1	64	0.508309705670997	1.0
	2483626	2484531		+		Rv2216	-	1	1	0	14855	47775	851	0	23	1	1	22095	47775	0	38	0.5776033685626009	1.0
	2484584	2485276		+	lipB	Rv2217	-	4	2	2	48074	72981	22659	1	69	2	2	38589	72981	1	80	0.5151036191306106	1.0
	2485273	2486208		+	lipA	Rv2218	-	4	3	4	50275	104118	46329	1	71	0	3	0	104118	0	55	0.5587237445851497	1.0
	2486235	2486987		+		Rv2219	-	4	2	2	52544	62438	25531	1	62	1	2	18879	62438	1	53	0.4622694069454355	1.0
	2487416	2486994		-		Rv2219A	-	21	6	20	255914	176935	188670	15	489	7	6	137863	176935	7	372	0.5432629445728162	1.0
	2487615	2489051		+	glnA1	Rv2220	-	3	0	9	37964	0	92659	1	30	2	0	37136	0	0	12	0.6599206295528529	1.0
	2492353	2489369		-	glnE	Rv2221c	-	7	6	11	91609	160955	107659	1	40	2	6	37240	160955	0	33	0.5422016235206671	1.0
	2493742	2492402		-	glnA2	Rv2222c	-	3	4	1	43122	112355	16223	0	42	3	4	61203	112355	1	64	0.5539082163550328	1.0
	2495399	2493837		-		Rv2223c	-	0	1	6	7702	36408	62180	0	22	1	1	19917	36408	0	18	0.557058322147694	1.0
	2497023	2495461		-	caeA	Rv2224c	-	0	2	2	10110	68204	21702	0	21	2	2	48443	68204	0	37	0.5766069406244847	1.0
	2497446	2497225		-		Rv2224d	-	0	0	0	0	0	7234	0	10	0	0	0	0	0	0	0.0	1.0
2497742	2497742	2498587	2498587	+	panB	Rv2225	-	59	13	48	703507	343163	453670	19	591	22	13	413381	343163	9	447	0.5164252915794898	1.0
	2498832	2500373		+		Rv2226	-	7	2	12	92984	57331	112500	1	56	4	2	80394	57331	0	44	0.4398904225349168	1.0
2500383			2500811	+	-	predicted RNA	antisense: rnpB	19235	6556	27439	227546561	171749917	255421914	17080	508716	13804	6556	254888589	171749917	11090	497247	0.4699245711904689	1.0
2500751			2500445	-	rnpB	Rvns01	-	23	12	65	275240	321746	606436	45	1306	10	12	195643	321746	16	842	0.5480104036274891	1.0
	2500931	2501632		+		Rv2227	-	16	5	34	190921	142998	321436	11	311	6	5	117634	142998	3	185	0.5693703666672781	1.0
	2502738	2501644		-		Rv2228c	-	1	0	2	12173	0	18936	0	9	3	0	71576	0	0	32	0.8674693933275095	1.0
	2503472	2502735		-		Rv2229c	-	2	0	3	31911	0	28829	1	27	0	0	17116	0	0	11	0.6637326396965763	1.0
	2504608	2503469		-		Rv2230c	-	2	0	1	27854	22405	15425	0	19	1	0	29564	22405	0	22	0.5191963172289324	1.0
	2505699	2504605		-	cobC	Rv2231c	-	1	0	0	14855	0	5053	0	6	0	0	7157	0	0	3	0.6062746397212981	1.0
	2506161	2505736		-	vapC16	Rv2231A	-	2	2	3	31568	64085	36595	2	103	1	2	22821	64085	1	102	0.48478632175298164	1.0
	2506383	2506207		-	vapB16	Rv2231B	-	0	0	0	0	0	372	0	0	0	0	0	0	0	0	1.0	1.0
	2506278	2507153		+	ptkA	Rv2232	-	7	0	16	84387	0	151063	3	89	5	0	103215	0	1	58	0.5871229477283851	1.0
	2507146	2507637		+	ptpA	Rv2234	-	2	0	0	25722	0	8723	0	23	1	0	21784	0	0	22	0.4813242227198645	1.0
