Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Raw Counts Cond_50 Replicate 1	Raw Counts Cond_50 Replicate 2	Raw Counts Cond_50 Replicate 3	Normalized Counts Cond_50 Replicate 1	Normalized Counts Cond_50 Replicate 2	Normalized Counts Cond_50 Replicate 3	RPKM Cond_50	Expression Cond_50	Raw Counts Cond_6 Replicate 1	Raw Counts Cond_6 Replicate 2	Normalized Counts Cond_6 Replicate 1	Normalized Counts Cond_6 Replicate 2	RPKM Cond_6	Expression Cond_6	pValue Cond_50 vs Cond_6	qValue Cond_50 vs Cond_6
	2087652	2087257	2087257	-	vapC13	Rv1838c	-	17	22	19	194975	220258	184069	21	504	3	3	65767	78912	3	182	0.5120923080893554	1.0
	2087912	2087649		-	vapB13	Rv1839c	-	4	2	6	54404	24635	64353	7	181	1	1	24896	34102	2	111	0.3382008539544479	1.0
	2089518	2087971		-	PE_PGRS34	Rv1840c	-	0	0	0	9243	0	0	0	1	0	0	15663	0	0	5	0.6548248879909863	1.0
	2090718	2089681		-		Rv1841c	-	1	1	2	12655	12345	19295	0	14	0	0	17427	0	0	8	0.37049867922888785	1.0
	2092085	2090718		-		Rv1842c	-	4	4	5	52729	44612	47949	1	35	6	5	119709	140362	1	95	0.03372894130556073	0.26775875621172
	2093698	2092259		-	guaB1	Rv1843c	-	4	1	5	54094	15207	55415	1	28	5	0	104875	18451	1	42	0.809888627535325	1.0
	2095188	2093731		-	gnd1	Rv1844c	-	0	1	2	0	15881	24921	0	9	1	2	28319	57495	0	29	0.11392669397813389	0.6231790160603924
	2096168	2095218		-	blaR	Rv1845c	-	2	0	0	26923	8922	5678	0	14	0	2	17531	72487	0	47	0.09764719705354627	0.5727937457189256
	2096599	2096183		-	blaI	Rv1846c	-	0	0	0	9739	6228	0	0	12	0	0	0	0	0	0	0.0	1.0
2096877	2096877	2097299	2097299	+		Rv1847	-	17	22	20	192183	220819	190746	20	475	4	3	81431	104283	4	219	0.8368831810841838	1.0
	2097348	2097650		+	ureA	Rv1848	-	0	0	0	0	0	1524	0	1	0	2	0	52718	1	86	4.0990140228500565E-266	1.3286878047401367E-264
	2097647	2097961		+	ureB	Rv1849	-	0	0	0	0	4096	0	0	4	1	0	21369	0	0	33	0.0012176400173553956	0.015489513709148868
	2097961	2099694		+	ureC	Rv1850	-	2	3	5	22332	32828	49369	0	20	5	0	98236	0	0	28	0.8533643812675407	1.0
	2099694	2100329		+	ureF	Rv1851	-	0	0	0	0	0	0	0	0	0	0	0	19275	0	15	0.0	1.0
	2100340	2101014		+	ureG	Rv1852	-	0	1	0	10732	15319	7097	0	16	1	0	29356	1647	0	22	0.5235169564201755	1.0
	2101022	2101648		+	ureD	Rv1853	-	7	4	9	82754	42704	89379	4	114	11	13	217323	356177	9	457	5.842818862625042E-5	8.726339707456377E-4
	2103042	2101651		-	ndh	Rv1854c	-	18	15	5	204528	151795	51577	4	97	3	5	60892	149258	1	75	0.7062266521737416	1.0
	2104107	2103184		-		Rv1855c	-	0	2	1	4218	24859	11619	0	14	0	0	17842	0	0	9	0.38971120215097926	1.0
	2104823	2104146		-		Rv1856c	-	0	0	0	0	0	6361	0	3	0	0	0	0	0	0	0.0	1.0
	2104985	2105770		+	modA	Rv1857	-	0	0	1	10669	0	13406	0	10	0	1	5705	28500	0	21	0.594402371336061	1.0
	2105773	2106567		+	modB	Rv1858	-	21	17	26	239267	175308	253101	12	279	9	1	178319	40362	3	137	0.7543541215929528	1.0
	2106574	2107683		+	modC	Rv1859	-	7	6	8	84739	68911	81913	3	70	2	7	42116	199011	1	108	0.1958159650418137	0.9086857508196996
	2107736	2108713		+	apa	Rv1860	-	0	0	2	0	5443	21030	0	9	1	0	25311	0	0	12	0.5379242229145474	1.0
	2109165	2109470		+		Rv1861	-	2	0	0	23821	0	6729	1	33	0	0	0	0	0	0	0.0	0.0
	2109544	2110584		+	adhA	Rv1862	-	11	14	14	128101	138664	139379	5	130	7	3	131742	79736	2	101	0.6972756835069406	1.0
	2111361	2110591		-		Rv1863c	-	5	2	8	57382	21212	79390	2	68	0	0	11825	6919	0	12	0.049672627291044	0.3631516613808016
	2112109	2111354		-		Rv1864c	-	2	0	2	23759	5331	23869	1	23	1	0	20643	0	0	13	0.36281947452566266	1.0
	2112966	2112106		-		Rv1865c	-	1	1	3	18238	11952	31808	1	24	0	0	5705	0	0	3	0.0018231337054771034	1.0
	2113140	2115476		+		Rv1866	-	0	0	1	7258	8024	16456	0	4	5	0	98858	14332	0	24	0.0046908871961905685	0.05081020388745031
	2115764	2117248		+		Rv1867	-	1	5	1	20161	55162	16140	0	20	4	1	86825	28995	0	38	0.54246665180111	1.0
	2117347	2119446		+		Rv1868	-	70	95	86	781017	944725	815036	17	403	24	2	453423	71828	3	125	0.07896011223475956	0.5015684593357117
	2120695	2119460		-		Rv1869c	-	2	3	5	25930	36475	55625	1	31	4	0	91493	19439	1	44	0.9937429782936623	1.0
2120708			2123140	+	-	predicted RNA	antisense: lldD2 Rv1870c Rv1871c	4462	5564	5214	49553225	54957519	49349001	912	21079	2855	1144	52728112	29971334	385	16995	0.24587489678467248	1.0
	2121430	2120795		-		Rv1870c	-	0	0	0	0	0	4416	0	2	0	0	622	0	0	0	0.0010879987929747134	1.0
	2121884	2121495		-		Rv1871c	-	0	3	1	0	32772	15562	1	41	2	0	41908	12520	1	69	0.5394463681678167	1.0
	2123151	2121907		-	lldD2	Rv1872c	-	3	4	3	35297	44612	29074	1	29	4	0	80705	0	0	32	0.4751120987660148	1.0
	2123174	2123611		+		Rv1873	-	1	4	2	11104	41919	23133	2	57	0	0	6846	0	0	7	0.0014557328454895852	0.017995160824470127
	2123684	2124370		+		Rv1874	-	8	6	9	89578	68742	92534	5	121	6	0	123755	24876	2	108	0.9983508125318346	1.0
	2124381	2124824		+		Rv1875	-	1	8	6	15508	82828	61777	5	120	1	0	22406	0	0	25	0.11324287773984736	0.6217701794097517
	2125340	2125819		+	bfrA	Rv1876	-	0	1	0	9553	12962	6834	0	20	0	0	0	0	0	0	0.0	1.0
	2125904	2127967		+		Rv1877	-	39	30	27	436414	303928	261093	6	161	14	1	261514	35914	1	72	0.5095407045374508	1.0
	2128022	2129374		+	glnA3	Rv1878	-	12	9	23	135980	95286	226550	4	112	11	1	208609	42833	2	92	0.4958568313864562	1.0
2129377	2129377	2130513		+		Rv1879	-	51	67	71	574751	661784	677287	24	561	33	5	622821	133113	8	332	0.5376096286163041	1.0
	2131857	2130541		-	cyp140	Rv1880c	-	4	1	6	48697	15095	62776	1	32	0	3	0	81713	0	31	0.4256491349542458	1.0
	2132329	2131907		-	lppE	Rv1881c	-	0	0	1	8560	0	10830	0	15	0	0	2282	0	0	2	0.008506102707180881	1.0
	2133203	2132370		-		Rv1882c	-	0	0	0	4590	0	4468	0	3	0	1	3215	28665	0	19	0.054995071599162025	1.0
	2133692	2133231		-		Rv1883c	-	0	0	0	0	0	0	0	0	0	2	0	72487	1	78	1.0	1.0
	2134261	2133731		-	rpfC	Rv1884c	-	0	2	3	1364	27890	36908	1	41	1	1	18672	35090	1	50	0.46629624814336473	1.0
	2134872	2134273		-		Rv1885c	-	6	6	6	71091	62738	66088	4	111	4	2	77178	67215	2	120	0.9127509162995215	1.0
	2135867	2134890		-	fbpB	Rv1886c	-	1	0	0	17866	3310	0	0	7	0	0	11307	0	0	5	0.5493537353099284	1.0
	2136258	2137400		+		Rv1887	-	4	2	4	53660	28787	46635	1	37	1	3	28319	87808	0	50	0.9889941543346394	1.0
2136686			2136614	-	-	predicted RNA	antisense: Rv1887	31	39	34	348511	390404	324658	209	4856	12	2	222095	77265	48	2050	0.33912754812248097	1.0
	2139687	2139076		-		Rv1890c	-	3	4	3	33312	45510	29758	2	59	2	0	48547	0	1	39	0.36088895139416016	1.0
2139419			2139656	+	AS1890	RVnc0001	-	2	0	1	27977	4096	15352	2	66	1	1	29979	34266	2	134	0.8625627245091433	1.0
	2139741	2140148		+		Rv1891	-	0	0	1	0	7239	14090	0	17	2	0	39315	24052	1	77	0.051149647677543604	0.3705808911207464
	2140165	2140476		+		Rv1892	-	2	5	6	22890	49887	61671	6	143	4	0	74792	6589	3	130	0.40669438756239895	1.0
	2140486	2140704		+		Rv1893	-	5	9	7	56761	94163	70662	14	337	5	1	92842	37397	6	297	0.8234863020953653	1.0
	2141869	2140739		-		Rv1894c	-	25	22	41	284925	220033	388117	11	263	16	1	299792	47116	3	153	0.540559439927502	1.0
	2142521	2143675		+		Rv1895	-	15	11	12	176550	113131	113932	4	116	4	0	75622	0	0	32	0.13514855184990543	0.7096831519256078
	2144446	2143535		-		Rv1896c	-	6	12	23	68796	126992	220189	6	152	1	1	19087	42174	0	33	0.06040844335279551	0.4117559939436653
	2144882	2144451		-		Rv1897c	-	3	3	3	43672	36756	29127	3	84	1	0	28734	18616	1	54	0.355994041506635	1.0
2144940	2144940	2145248		+		Rv1898	-	19	40	34	217803	402805	322923	44	1017	17	4	331742	125370	17	739	0.49922540786866654	1.0
	2146245	2145214		-	lppD	Rv1899c	-	9	11	20	108064	110830	193007	5	133	11	2	210373	75453	3	138	0.32699220039679056	1.0
2145466			2145572	+	-	predicted RNA	antisense: lppD	46	32	26	511042	322109	246950	142	3364	14	7	268568	194892	47	2165	0.6304762456924125	1.0
2145700			2145850	+	-	predicted RNA	antisense: lppD	79	125	95	878784	1244107	904206	289	6682	52	17	971161	468533	109	4767	0.8503577972670742	1.0
	2147633	2146245		-	lipJ	Rv1900c	-	13	19	16	152357	196520	158044	5	121	6	1	124377	51729	1	63	0.5924289230354424	1.0
	2147662	2148954		+	cinA	Rv1901	-	16	14	18	188213	140347	176235	5	130	9	4	178630	116309	2	114	0.37952945605231925	1.0
2150274	2150274	2149006		-	nanT	Rv1902c	-	58	65	74	648138	647362	707202	22	526	26	13	480601	359143	7	330	0.5244479851784034	1.0
	2150364	2150768		+		Rv1903	-	3	9	5	41066	96969	54574	6	158	4	1	79253	39209	3	146	0.7411830255787413	1.0
	2150954	2151385		+		Rv1904	-	2	9	8	31203	94107	83753	7	161	6	0	115767	1812	3	136	0.692599794895971	1.0
	2152395	2151433		-	aao	Rv1905c	-	24	19	19	277419	190965	188170	9	227	12	3	221991	84349	3	159	0.4501686752099527	1.0
2152381			2152473	+	-	predicted RNA	antisense: Rv1906c aao	41	55	58	463709	550224	555678	244	5625	29	7	550829	206589	95	4072	0.47537207839754947	1.0
	2152895	2152425		-		Rv1906c	-	0	0	0	0	0	0	0	0	1	0	21784	0	0	23	0.0	0.0
	2153882	2153235		-		Rv1907c	-	1	0	1	17679	8641	14879	0	21	1	0	36514	0	0	28	0.5042604129502269	1.0
	2156111	2153889		-	katG	Rv1908c	-	3	2	1	36166	24410	13669	0	11	0	1	14626	50906	0	14	0.4805335670031555	1.0
2154085			2154197	+	-	predicted RNA	antisense: katG	37	41	58	414888	411054	550946	177	4061	75	44	1400933	1158319	247	11324	0.0011588975862892965	0.014871952602938304
	2156592	2156149		-	furA	Rv1909c	-	3	2	6	40942	25757	61566	4	96	1	0	24481	0	0	27	0.7361072367570121	1.0
	2157299	2156706		-		Rv1910c	-	4	3	1	47580	33221	13144	2	52	2	3	50000	95716	2	122	0.14032731193610143	0.7232889482124615
	2157987	2157382		-	lppC	Rv1911c	-	2	0	1	31017	5948	16351	1	29	1	0	27489	0	0	22	0.40737649370537976	1.0
	2159091	2158087		-	fadB5	Rv1912c	-	0	2	2	8312	26992	22712	0	19	1	0	25000	0	0	12	0.37591214847691845	1.0
	2159191	2159943		+		Rv1913	-	10	6	11	112220	68742	109884	5	128	0	1	6120	36902	0	28	0.09012651579531596	0.5448891071782952
	2160328	2159921		-		Rv1914c	-	1	5	2	15322	57631	24973	3	80	1	0	21369	4612	0	31	0.7026141415441998	1.0
	2160463	2161566		+	aceAa	Rv1915	-	5	2	5	57754	20875	53732	1	39	3	3	60788	104612	1	74	0.19434232673442436	0.9039381976229065
	2161566	2162762		+	aceAb	Rv1916	-	1	0	0	12655	0	6519	0	5	0	0	16597	0	0	6	0.5312807065053105	1.0
	2167311	2162932		-	PPE34	Rv1917c	-	22	27	34	248014	266835	322082	2	63	13	10	247821	285667	1	60	0.31799380626955287	1.0
	2170612	2167649		-	PPE35	Rv1918c	-	19	30	26	212282	296576	250525	3	85	5	5	109128	144810	0	42	0.7584915210145369	1.0
	2171525	2171061		-		Rv1919c	-	0	0	1	0	0	12670	0	9	0	1	9439	50906	1	64	0.001889923066910261	0.022783204795590362
	2171623	2172486		+		Rv1920	-	3	6	1	40074	67732	13827	1	46	3	0	62759	0	0	36	0.3747617919797416	1.0
	2173795	2172524		-	lppF	Rv1921c	-	13	7	17	153349	72951	161356	4	101	7	5	147199	150411	2	116	0.28199030327101066	1.0
	2174067	2175182		+		Rv1922	-	4	2	0	50930	24074	0	0	22	2	0	40352	15815	0	25	0.44869750422200017	1.0
	2175173	2176513		+	lipD	Rv1923	-	29	16	29	329590	159595	276077	8	190	10	1	189419	29159	2	81	0.7351289180924224	1.0
2176930	2176930	2176550		-		Rv1924c	-	12	20	16	133808	201851	159936	18	433	7	0	139730	25700	5	217	0.6076479711305679	1.0
	2177087	2178949		+	fadD31	Rv1925	-	2	5	7	31203	56902	73974	1	28	10	2	195435	72817	1	71	0.044567444944710835	0.335674938172211
2177357			2177113	-	-	predicted RNA	antisense: fadD31	157	199	235	1746215	1975140	2225920	352	8091	109	35	2023962	939868	139	6048	0.9016068096574256	1.0
2178195			2177613	-	-	predicted RNA	antisense: fadD31	309	413	372	3439640	4087654	3523080	273	6318	221	90	4090041	2379242	125	5548	0.3720020124581789	1.0
2178677			2178441	-	-	predicted RNA	antisense: fadD31	111	154	145	1236042	1530808	1381440	253	5834	81	44	1508713	1154530	123	5618	0.3328199081103289	1.0
2178956			2178934	-	-	predicted RNA	antisense: fadD31	9	16	13	107009	160830	132386	252	5800	4	3	86099	92915	82	3891	0.9005026636048693	1.0
2179436	2179436	2178957		-	mpt63	Rv1926c	-	118	158	154	1320595	1569416	1462250	131	3022	57	9	1056846	254695	33	1366	0.87877631280746	1.0
	2179673	2180446		+		Rv1927	-	5	5	8	65074	57968	82965	3	88	1	0	35995	329	0	23	0.6859518615761744	1.0
	2181217	2180450		-		Rv1928c	-	9	11	12	104528	114534	118717	6	146	6	1	119190	43822	2	106	0.9803211918236309	1.0
	2181906	2181262		-		Rv1929c	-	0	0	0	7444	0	6782	0	7	0	0	0	0	0	0	0.0	1.0
	2182442	2181918		-		Rv1930c	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0
	2183239	2182460		-		Rv1931c	-	0	0	0	0	0	0	0	0	0	4	0	109555	1	70	1.0	1.0
	2183372	2183869		+	tpx	Rv1932	-	0	1	0	7258	18462	0	0	17	0	1	10684	31136	0	41	0.6579793081415326	1.0
2184957	2184957	2183866		-	fadE18	Rv1933c	-	57	59	35	635856	589730	336172	20	476	21	12	397717	325700	7	331	0.49121037280555946	1.0
	2186188	2184959		-	fadE17	Rv1934c	-	12	6	19	133312	62065	183123	4	102	4	5	84336	136738	1	89	0.6130888827978438	1.0
	2187159	2186203		-	echA13	Rv1935c	-	0	2	1	6761	21324	16298	0	15	0	2	0	57331	0	29	0.6744721130566504	1.0
	2187384	2188493		+		Rv1936	-	0	0	1	0	0	11356	0	3	0	0	0	24217	0	10	0.7272167852614405	1.0
	2188496	2191015		+		Rv1937	-	16	25	26	178784	247081	249053	3	89	11	8	219294	212355	1	85	0.3053885914011225	1.0
	2191027	2192097		+	ephB	Rv1938	-	0	1	0	8498	12401	1577	0	6	0	1	0	28171	0	13	0.5833390093371833	1.0
	2192094	2192609		+		Rv1939	-	1	8	1	17493	82940	9621	3	71	0	1	16701	26688	0	42	0.34420915483079967	1.0
	2192606	2193667		+	ribA1	Rv1940	-	8	16	9	92866	166610	86855	4	108	3	4	56327	115815	1	81	0.9267465218101419	1.0
	2193664	2194434		+		Rv1941	-	25	50	30	286042	494219	288117	20	461	13	12	245435	334761	7	376	0.5646786189761963	1.0
	2194973	2194644		-	mazF5	Rv1942c	-	0	4	0	6513	42873	0	2	49	0	0	0	2141	0	3	1.1383581427744052E-19	3.03747270291512E-18
	2195347	2194970		-	mazE5	Rv1943c	-	0	3	2	6761	33782	21398	2	54	1	0	19502	21746	1	54	0.4429068709642745	1.0
	2195934	2195344		-		Rv1944c	-	2	0	1	23511	6958	10304	0	22	0	0	15975	0	0	13	0.6270588705403257	1.0
	2195989	2197353		+		Rv1945	-	9	8	13	109367	79012	124815	3	76	4	1	89626	45963	1	49	0.8055792540390386	1.0
	2197960	2197508		-	lppG	Rv1946c	-	22	23	19	247952	235409	182124	21	489	3	5	67634	132784	4	221	0.973153813521164	1.0
	2198024	2198425		+		Rv1947	-	4	1	0	45161	14309	3838	2	52	2	0	44813	0	1	55	0.45040819637231866	1.0
	2199064	2198714		-		Rv1948c	-	5	10	6	61972	99775	66140	9	216	3	2	66493	55848	3	174	0.7158952740664285	1.0
	2200189	2199998		-		Rv1950c	-	0	0	0	0	9147	0	0	15	0	0	0	0	0	0	0.0	1.0
	2200486	2200190		-		Rv1951c	-	0	0	0	0	1234	0	0	1	0	0	0	0	0	0	0.9717965649204535	1.0
	2200726	2200941		+	vapB14	Rv1952	-	0	1	1	5831	14646	13880	2	53	0	0	0	0	0	0	0.0	0.0
	2200938	2201249		+	vapC14	Rv1953	-	0	3	2	9553	38945	26498	3	80	0	0	0	0	0	0	0.0	0.0
2201744	2201744	2201223	2201223	-		Rv1954c	-	194	603	405	2156141	5955780	3838328	334	7631	489	254	9032883	6665733	332	15036	0.19710419153912884	0.9117631524051033
	2201719	2202096		+	higB	Rv1955	-	3	0	0	40074	0	0	1	35	0	0	0	0	0	0	0.0	0.0
	2202138	2202587		+	higA	Rv1956	-	1	1	0	18052	17508	0	1	26	1	0	19398	0	0	21	0.43013701065638976	1.0
	2202584	2203129		+		Rv1957	-	0	0	7	0	5723	69821	2	46	2	0	52904	0	1	48	0.43946559825104353	1.0
2203632	2203632	2203018	2202688	-		Rv1958c	-	68	127	91	755707	1260044	863512	67	1560	71	26	1321680	705271	37	1647	0.41909460382693026	1.0
	2203977	2203681		-	parE1	Rv1959c	-	1	11	5	20967	114590	52050	9	210	6	1	115352	41515	6	264	0.6760071160504483	1.0
	2204225	2203974		-	parD1	Rv1960c	-	0	3	1	9243	38327	10672	3	77	2	0	49377	10214	2	118	0.5165814452530448	1.0
	2204212	2204706		+		Rv1961	-	1	0	2	17369	8417	21188	1	31	0	0	622	164	0	0	2.4340328465345723E-277	8.008517095064127E-276
	2205273	2204866		-	vapC35	Rv1962c	-	6	5	6	71712	52188	62881	6	152	0	5	0	150741	3	184	0.7647831340198948	1.0
	2205549	2205277		-	vapB35	Rv1962A	-	0	2	3	0	22671	32492	3	67	1	0	22302	7578	1	54	0.4143904636526	1.0
	2206802	2205582		-	mce3R	Rv1963c	-	3	0	0	43114	7519	0	0	13	0	3	0	104118	0	42	0.0937922584879564	0.5576561455751321
	2207700	2208497		+	yrbE3A	Rv1964	-	0	1	0	6513	11896	8201	0	11	0	0	17531	0	0	10	0.4743582963866482	1.0
	2208507	2209322		+	yrbE3B	Rv1965	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0
	2209327	2210604		+	mce3A	Rv1966	-	0	3	0	9863	33670	0	0	11	1	2	34336	65897	0	39	0.06790286509428387	0.4434969218695316
	2210601	2211629		+	mce3B	Rv1967	-	0	1	1	0	13468	9989	0	7	2	1	47199	47940	0	46	0.0027502052220878545	0.03158765892875709
	2211626	2212858		+	mce3C	Rv1968	-	0	0	1	0	8922	16298	0	6	0	2	0	70510	0	28	0.0578867591757464	0.4049912702215042
	2212855	2214126		+	mce3D	Rv1969	-	4	1	4	46650	13580	38590	1	25	2	3	47925	85831	1	52	0.25594633853297644	1.0
	2214123	2215256		+	lprM	Rv1970	-	0	0	0	8684	0	788	0	2	0	0	12448	20428	0	14	0.05621899621100569	1.0
	2215257	2216570		+	mce3F	Rv1971	-	0	0	1	0	0	10515	0	2	2	1	39937	45304	0	32	8.272539829708911E-9	1.6759552914262126E-7
	2216592	2217167		+		Rv1972	-	0	0	0	0	6397	6203	0	7	0	1	0	36408	0	31	0.1374385816864115	0.7180514767571898
	2217164	2217646		+		Rv1973	-	2	3	0	22890	34343	3259	1	41	0	4	0	114662	1	118	0.10814401845780289	0.6051639702958381
	2217659	2218036		+		Rv1974	-	3	4	3	37531	46240	32912	4	102	1	0	24170	8731	1	43	0.6998986679131821	1.0
	2218052	2218717		+		Rv1975	-	3	6	15	35173	64534	151209	5	125	10	2	203008	57001	4	195	0.17782137718246965	0.8541869333544264
	2219251	2218844		-		Rv1976c	-	1	0	2	21153	0	21135	1	34	0	0	0	0	0	0	0.0	0.0
	2219754	2220800		+		Rv1977	-	2	9	4	24937	92648	45688	2	51	3	3	59439	95881	1	74	0.5465030639357219	1.0
2220908	2220908	2221756		+		Rv1978	-	39	44	42	437779	442424	399947	21	502	9	3	182261	103789	3	168	0.10903987275722914	0.6070718615593317
	2223164	2221719		-		Rv1979c	-	23	27	26	261538	274971	247160	7	180	17	5	326867	148764	3	164	0.3280951445043247	1.0
2223233			2223262	+	-	predicted RNA	-	12	10	13	138337	105443	124710	176	4094	3	1	57676	42009	36	1661	0.8289123280147579	1.0
	2224029	2223343		-	mpt64	Rv1980c	-	1	2	2	14640	26206	26393	1	32	8	0	154149	23723	3	129	0.010466578319474196	0.10223604179914973
2223448			2223596	+	-	predicted RNA	antisense: mpt64	71	87	80	792555	860998	759674	233	5398	36	10	673962	281054	74	3204	0.9271445658428823	1.0
	2225188	2224220		-	nrdF1	Rv1981c	-	3	4	3	42369	48709	34647	1	43	3	0	64730	5766	0	36	0.3825492113983876	1.0
	2225832	2225413		-	vapC36	Rv1982c	-	1	5	1	15012	50841	14458	2	63	1	0	36825	0	1	43	0.3763563850127971	1.0
	2226101	2225841		-	vapB36	Rv1982A	-	0	0	0	0	3367	0	0	4	0	0	0	0	0	0	0.0	1.0
	2226244	2227920		+	PE_PGRS35	Rv1983	-	22	31	28	247208	308978	270136	7	164	14	4	274273	124052	2	118	0.44666931698884355	1.0
	2228561	2227908		-	cfp21	Rv1984c	-	5	4	2	62344	43995	26288	2	67	1	0	23443	10049	0	25	0.7143949583156187	1.0
	2228676	2228906		+		RV1984a	-	0	1	0	8498	14590	6414	1	42	0	0	17116	0	0	37	0.44829977172412233	1.0
	2229902	2228991		-		Rv1985c	-	10	9	7	116315	96127	73186	4	104	6	6	121473	182207	3	166	0.14217483800298075	0.7276691123988815
	2230011	2230610		+		Rv1986	-	4	5	3	45781	52469	35804	3	74	0	1	0	30313	0	25	0.7243920224017688	1.0
	2231026	2231454		+		Rv1987	-	1	1	2	20161	17171	22818	2	46	3	0	56950	0	1	66	0.4904615708543374	1.0
	2231680	2232219		+	erm(37)	Rv1988	-	0	2	1	10732	26599	15141	1	32	1	0	29875	0	0	27	0.4240827836778152	1.0
	2233299	2232739		-		Rv1989c	-	7	7	14	78908	71099	134332	7	168	6	2	116493	72158	3	168	0.6298904975567341	1.0
	2233637	2233296		-		Rv1990c	-	0	0	0	10235	9652	5573	1	24	0	0	0	0	0	0	0.0	1.0
	2234649	2234305		-	mazF6	Rv1991c	-	2	0	0	25806	7968	6098	1	38	0	0	0	0	0	0	0.0	0.0
	2234891	2234643		-	mazE6	Rv1991A	-	0	0	0	5583	112	0	0	7	0	0	0	0	0	0	0.0	1.0
	2237306	2234991		-	ctpG	Rv1992c	-	6	3	1	70285	32547	12723	0	16	1	2	20331	61614	0	17	0.4607047207856573	1.0
2236760			2236804	+	-	predicted RNA	antisense: ctpG	11	22	34	124751	217283	325289	219	4943	4	1	84647	34761	30	1326	0.1023418582926562	0.5907425703553488
2236881			2237222	+	-	predicted RNA	antisense: ctpG	125	278	328	1389267	2746015	3113144	311	7064	52	14	965871	384514	46	1974	0.08005442827857498	0.504054932585675
	2237575	2237303		-		Rv1993c	-	0	0	0	8436	0	0	0	10	0	0	0	0	0	0	4.75587909671443E-142	1.0
2237526			2237914	+	-	predicted RNA	antisense: Rv1993c cmtR	227	340	424	2520781	3363692	4014405	371	8482	67	6	1248132	166227	45	1817	0.015770144770535323	0.14277670257925493
	2237984	2237628		-	cmtR	Rv1994c	-	0	0	0	0	0	0	0	0	0	0	0	7578	0	10	0.0	1.0
	2238141	2238908		+		Rv1995	-	1	1	5	20781	18518	52260	1	39	4	0	85062	0	1	55	0.6753181186850024	1.0
	2239004	2239957		+		Rv1996	-	1	1	0	13089	11784	5573	0	10	0	2	12448	53871	0	34	0.2234515501463942	0.9797835505417045
2239362			2239026	-	-	predicted RNA	antisense: Rv1996	41	75	106	460669	747979	1011619	96	2196	269	148	4980082	3901153	289	13176	1.204494564566009E-16	3.064458264267939E-15
	2240159	2242876		+	ctpF	Rv1997	-	4	2	5	44665	20594	55678	0	14	2	5	51659	138550	0	34	0.09620923460299795	0.5666374301786259
2243721	2243721	2242945		-		Rv1998c	-	43	62	105	486600	614309	999001	39	900	46	17	858091	448764	19	840	0.3579676870166123	1.0
	2245138	2243816		-		Rv1999c	-	4	8	7	47394	79012	73080	2	50	3	0	60892	0	0	23	0.2944082775065905	1.0
	2245209	2246822		+		Rv2000	-	0	1	3	10918	16778	34595	0	12	0	0	14834	0	0	4	0.6986294502366344	1.0
	2246832	2247584		+		Rv2001	-	8	7	5	99627	70931	55625	4	100	2	0	50311	25864	1	50	0.29856647474087816	1.0
	2247660	2248442		+	fabG3	Rv2002	-	10	14	23	121215	139450	219242	8	204	4	0	82157	14497	1	61	0.18019632034198763	0.8624438105771277
	2249420	2248563		-		Rv2003c	-	5	6	5	63771	63524	49526	2	68	1	2	28008	58319	0	50	0.367959696652179	1.0
	2250974	2249478		-		Rv2004c	-	0	1	1	8870	15319	11987	0	8	3	1	64522	26688	0	30	0.0562834068126805	0.3979721469429445
	2251883	2250996		-		Rv2005c	-	0	0	2	7630	9764	27812	0	16	0	0	12136	0	0	6	0.67533100833412	1.0
2251703			2251837	+	-	predicted RNA	antisense: Rv2005c	61	88	109	686414	872558	1036750	280	6409	56	27	1046058	725535	145	6561	0.48316103614300554	1.0
2252002	2252002	2255985		+	otsB1	Rv2006	-	223	357	521	2481203	3531088	4937749	40	916	169	64	3131224	1687644	13	604	0.3414773907148662	1.0
2255986			2256367	+	-	predicted RNA	antisense: fdxA	156	284	405	1732692	2807575	3836540	322	7309	244	123	4511307	3237561	224	10142	0.8344101501937958	1.0
	2256428	2256084		-	fdxA	Rv2007c	-	2	1	3	22828	17059	30967	2	68	1	1	25414	47775	2	106	0.6403599689171181	1.0
	2257942	2256617		-		Rv2008c	-	8	18	26	91129	180303	255310	5	132	7	4	132987	123887	2	96	0.4650197458142056	1.0
	2258030	2258272		+	vapB15	Rv2009	-	1	2	0	14826	21997	8675	2	62	0	0	0	0	0	0	0.0	0.0
	2258273	2258671		+	vapC15	Rv2010	-	1	4	4	14516	40291	38433	3	77	0	2	0	53212	1	66	0.4013700045724641	1.0
	2259285	2258854		-		Rv2011c	-	6	9	4	67493	94107	39642	6	155	0	1	15663	49588	1	75	0.300318510558391	1.0
	2259326	2259820		+		Rv2012	-	6	8	2	72580	80695	26393	5	120	0	1	8921	29324	0	38	0.7329596860111965	1.0
	2263072	2261816		-		Rv2015c	-	3	1	2	35049	15488	24342	0	19	1	3	21473	90774	0	44	0.2923107460454924	1.0
	2263426	2264001		+		Rv2016	-	4	3	5	50248	37766	54942	3	82	0	0	0	0	0	0	0.0	0.0
	2263998	2265038		+		Rv2017	-	5	3	2	58498	37037	26182	1	38	3	3	69294	97693	1	80	0.16011034672233765	0.7971824864830303
